GLOBALSTAR M078         
время time_t(utc);азимут;угол места;высота(км);широта(град.);долгота(град.)
1387523826;301,587;-26,5118;1415,65;33,4154;282,83
1387523828;301,562;-26,4484;1415,67;33,4868;282,914
1387523830;301,537;-26,3849;1415,68;33,5581;282,999
1387523832;301,512;-26,3215;1415,69;33,6293;283,083
1387523834;301,486;-26,258;1415,7;33,7005;283,168
1387523836;301,461;-26,1945;1415,72;33,7716;283,253
1387523838;301,436;-26,1309;1415,73;33,8426;283,339
1387523840;301,41;-26,0673;1415,74;33,9136;283,424
1387523842;301,385;-26,0037;1415,76;33,9845;283,51
1387523844;301,36;-25,9401;1415,77;34,0553;283,595
1387523846;301,334;-25,8764;1415,78;34,126;283,681
1387523848;301,309;-25,8127;1415,8;34,1967;283,767
1387523850;301,283;-25,7489;1415,81;34,2673;283,853
1387523852;301,257;-25,6852;1415,82;34,3378;283,94
1387523854;301,232;-25,6214;1415,84;34,4083;284,026
1387523856;301,206;-25,5575;1415,85;34,4786;284,113
1387523858;301,18;-25,4937;1415,86;34,5489;284,199
1387523860;301,154;-25,4298;1415,88;34,6192;284,286
1387523862;301,128;-25,3658;1415,89;34,6893;284,374
1387523864;301,102;-25,3019;1415,9;34,7594;284,461
1387523866;301,076;-25,2379;1415,92;34,8294;284,548
1387523868;301,05;-25,1739;1415,93;34,8993;284,636
1387523870;301,024;-25,1098;1415,94;34,9691;284,724
1387523872;300,998;-25,0457;1415,96;35,0389;284,812
1387523874;300,972;-24,9816;1415,97;35,1086;284,9
1387523876;300,945;-24,9174;1415,98;35,1782;284,988
1387523878;300,919;-24,8533;1416;35,2477;285,076
1387523880;300,892;-24,789;1416,01;35,3172;285,165
1387523882;300,866;-24,7248;1416,02;35,3866;285,254
1387523884;300,839;-24,6605;1416,04;35,4559;285,343
1387523886;300,813;-24,5962;1416,05;35,5251;285,432
1387523888;300,786;-24,5318;1416,06;35,5942;285,521
1387523890;300,76;-24,4674;1416,08;35,6633;285,61
1387523892;300,733;-24,403;1416,09;35,7323;285,7
1387523894;300,706;-24,3386;1416,1;35,8012;285,79
1387523896;300,679;-24,2741;1416,12;35,87;285,88
1387523898;300,652;-24,2096;1416,13;35,9388;285,97
1387523900;300,625;-24,145;1416,14;36,0074;286,06
1387523902;300,598;-24,0804;1416,16;36,076;286,15
1387523904;300,571;-24,0158;1416,17;36,1445;286,241
1387523906;300,544;-23,9512;1416,18;36,2129;286,332
1387523908;300,517;-23,8865;1416,2;36,2812;286,423
1387523910;300,489;-23,8217;1416,21;36,3495;286,514
1387523912;300,462;-23,757;1416,22;36,4176;286,605
1387523914;300,435;-23,6922;1416,24;36,4857;286,697
1387523916;300,407;-23,6274;1416,25;36,5537;286,788
1387523918;300,38;-23,5625;1416,26;36,6216;286,88
1387523920;300,352;-23,4976;1416,28;36,6895;286,972
1387523922;300,324;-23,4327;1416,29;36,7572;287,064
1387523924;300,297;-23,3677;1416,3;36,8248;287,156
1387523926;300,269;-23,3027;1416,32;36,8924;287,249
1387523928;300,241;-23,2376;1416,33;36,9599;287,342
1387523930;300,213;-23,1726;1416,34;37,0273;287,435
1387523932;300,185;-23,1074;1416,36;37,0946;287,528
1387523934;300,157;-23,0423;1416,37;37,1618;287,621
1387523936;300,129;-22,9771;1416,38;37,229;287,714
1387523938;300,101;-22,9119;1416,4;37,296;287,808
1387523940;300,073;-22,8466;1416,41;37,363;287,902
1387523942;300,044;-22,7813;1416,42;37,4298;287,996
1387523944;300,016;-22,716;1416,44;37,4966;288,09
1387523946;299,988;-22,6506;1416,45;37,5633;288,184
1387523948;299,959;-22,5852;1416,47;37,6299;288,279
1387523950;299,93;-22,5198;1416,48;37,6964;288,373
1387523952;299,902;-22,4543;1416,49;37,7628;288,468
1387523954;299,873;-22,3888;1416,51;37,8292;288,563
1387523956;299,844;-22,3232;1416,52;37,8954;288,658
1387523958;299,816;-22,2576;1416,53;37,9615;288,754
1387523960;299,787;-22,192;1416,55;38,0276;288,85
1387523962;299,758;-22,1263;1416,56;38,0936;288,945
1387523964;299,729;-22,0606;1416,57;38,1594;289,041
1387523966;299,7;-21,9948;1416,59;38,2252;289,138
1387523968;299,67;-21,929;1416,6;38,2909;289,234
1387523970;299,641;-21,8632;1416,61;38,3565;289,33
1387523972;299,612;-21,7973;1416,63;38,422;289,427
1387523974;299,582;-21,7314;1416,64;38,4874;289,524
1387523976;299,553;-21,6655;1416,65;38,5527;289,621
1387523978;299,523;-21,5995;1416,67;38,6179;289,719
1387523980;299,494;-21,5335;1416,68;38,683;289,816
1387523982;299,464;-21,4674;1416,69;38,748;289,914
1387523984;299,434;-21,4013;1416,71;38,8129;290,012
1387523986;299,404;-21,3351;1416,72;38,8777;290,11
1387523988;299,375;-21,269;1416,74;38,9424;290,208
1387523990;299,345;-21,2027;1416,75;39,0071;290,306
1387523992;299,315;-21,1365;1416,76;39,0716;290,405
1387523994;299,284;-21,0701;1416,78;39,136;290,504
1387523996;299,254;-21,0038;1416,79;39,2003;290,603
1387523998;299,224;-20,9374;1416,8;39,2646;290,702
1387524000;299,194;-20,871;1416,82;39,3287;290,802
1387524002;299,163;-20,8045;1416,83;39,3927;290,901
1387524004;299,133;-20,738;1416,84;39,4567;291,001
1387524006;299,102;-20,6714;1416,86;39,5205;291,101
1387524008;299,071;-20,6048;1416,87;39,5842;291,201
1387524010;299,041;-20,5382;1416,88;39,6478;291,302
1387524012;299,01;-20,4715;1416,9;39,7113;291,403
1387524014;298,979;-20,4048;1416,91;39,7748;291,503
1387524016;298,948;-20,338;1416,92;39,8381;291,604
1387524018;298,917;-20,2712;1416,94;39,9013;291,706
1387524020;298,886;-20,2043;1416,95;39,9644;291,807
1387524022;298,854;-20,1374;1416,96;40,0274;291,909
1387524024;298,823;-20,0705;1416,98;40,0903;292,01
1387524026;298,792;-20,0035;1416,99;40,1531;292,113
1387524028;298,76;-19,9365;1417;40,2158;292,215
1387524030;298,729;-19,8694;1417,02;40,2783;292,317
1387524032;298,697;-19,8023;1417,03;40,3408;292,42
1387524034;298,665;-19,7351;1417,04;40,4032;292,523
1387524036;298,633;-19,6679;1417,06;40,4654;292,626
1387524038;298,602;-19,6007;1417,07;40,5276;292,729
1387524040;298,57;-19,5334;1417,08;40,5896;292,833
1387524042;298,537;-19,4661;1417,1;40,6516;292,936
1387524044;298,505;-19,3987;1417,11;40,7134;293,04
1387524046;298,473;-19,3312;1417,12;40,7751;293,144
1387524048;298,441;-19,2638;1417,14;40,8367;293,248
1387524050;298,408;-19,1962;1417,15;40,8982;293,353
1387524052;298,376;-19,1287;1417,16;40,9596;293,458
1387524054;298,343;-19,0611;1417,18;41,0208;293,563
1387524056;298,311;-18,9934;1417,19;41,082;293,668
1387524058;298,278;-18,9257;1417,2;41,143;293,773
1387524060;298,245;-18,8579;1417,21;41,204;293,879
1387524062;298,212;-18,7901;1417,23;41,2648;293,984
1387524064;298,179;-18,7223;1417,24;41,3255;294,09
1387524066;298,146;-18,6544;1417,25;41,3861;294,197
1387524068;298,113;-18,5865;1417,27;41,4466;294,303
1387524070;298,079;-18,5185;1417,28;41,5069;294,41
1387524072;298,046;-18,4504;1417,29;41,5672;294,516
1387524074;298,012;-18,3824;1417,31;41,6273;294,623
1387524076;297,979;-18,3142;1417,32;41,6873;294,731
1387524078;297,945;-18,246;1417,33;41,7472;294,838
1387524080;297,911;-18,1778;1417,35;41,807;294,946
1387524082;297,877;-18,1095;1417,36;41,8667;295,054
1387524084;297,843;-18,0412;1417,37;41,9262;295,162
1387524086;297,809;-17,9728;1417,38;41,9856;295,27
1387524088;297,775;-17,9044;1417,4;42,0449;295,379
1387524090;297,741;-17,8359;1417,41;42,1041;295,488
1387524092;297,707;-17,7674;1417,42;42,1632;295,597
1387524094;297,672;-17,6988;1417,44;42,2221;295,706
1387524096;297,638;-17,6302;1417,45;42,281;295,815
1387524098;297,603;-17,5615;1417,46;42,3397;295,925
1387524100;297,568;-17,4928;1417,47;42,3982;296,035
1387524102;297,533;-17,424;1417,49;42,4567;296,145
1387524104;297,498;-17,3552;1417,5;42,515;296,255
1387524106;297,463;-17,2863;1417,51;42,5732;296,366
1387524108;297,428;-17,2174;1417,53;42,6313;296,476
1387524110;297,393;-17,1484;1417,54;42,6893;296,587
1387524112;297,357;-17,0794;1417,55;42,7471;296,699
1387524114;297,322;-17,0103;1417,56;42,8049;296,81
1387524116;297,286;-16,9412;1417,58;42,8624;296,922
1387524118;297,251;-16,872;1417,59;42,9199;297,033
1387524120;297,215;-16,8027;1417,6;42,9772;297,145
1387524122;297,179;-16,7334;1417,61;43,0345;297,258
1387524124;297,143;-16,6641;1417,63;43,0915;297,37
1387524126;297,107;-16,5947;1417,64;43,1485;297,483
1387524128;297,071;-16,5252;1417,65;43,2053;297,596
1387524130;297,034;-16,4557;1417,66;43,262;297,709
1387524132;296,998;-16,3862;1417,68;43,3186;297,823
1387524134;296,961;-16,3165;1417,69;43,375;297,936
1387524136;296,925;-16,2469;1417,7;43,4313;298,05
1387524138;296,888;-16,1771;1417,71;43,4875;298,164
1387524140;296,851;-16,1074;1417,73;43,5435;298,279
1387524142;296,814;-16,0375;1417,74;43,5994;298,393
1387524144;296,777;-15,9676;1417,75;43,6552;298,508
1387524146;296,74;-15,8977;1417,76;43,7109;298,623
1387524148;296,702;-15,8277;1417,78;43,7664;298,738
1387524150;296,665;-15,7576;1417,79;43,8217;298,854
1387524152;296,627;-15,6875;1417,8;43,877;298,969
1387524154;296,59;-15,6173;1417,81;43,9321;299,085
1387524156;296,552;-15,5471;1417,83;43,9871;299,201
1387524158;296,514;-15,4768;1417,84;44,0419;299,318
1387524160;296,476;-15,4065;1417,85;44,0966;299,434
1387524162;296,438;-15,3361;1417,86;44,1512;299,551
1387524164;296,4;-15,2656;1417,87;44,2056;299,668
1387524166;296,361;-15,1951;1417,89;44,2599;299,786
1387524168;296,323;-15,1245;1417,9;44,314;299,903
1387524170;296,284;-15,0539;1417,91;44,368;300,021
1387524172;296,245;-14,9832;1417,92;44,4219;300,139
1387524174;296,207;-14,9124;1417,93;44,4756;300,257
1387524176;296,168;-14,8416;1417,95;44,5292;300,376
1387524178;296,128;-14,7707;1417,96;44,5827;300,494
1387524180;296,089;-14,6998;1417,97;44,636;300,613
1387524182;296,05;-14,6288;1417,98;44,6891;300,732
1387524184;296,01;-14,5578;1417,99;44,7421;300,852
1387524186;295,971;-14,4866;1418,01;44,795;300,971
1387524188;295,931;-14,4155;1418,02;44,8478;301,091
1387524190;295,891;-14,3442;1418,03;44,9003;301,211
1387524192;295,851;-14,2729;1418,04;44,9528;301,332
1387524194;295,811;-14,2016;1418,05;45,0051;301,452
1387524196;295,771;-14,1302;1418,06;45,0572;301,573
1387524198;295,73;-14,0587;1418,08;45,1092;301,694
1387524200;295,69;-13,9871;1418,09;45,1611;301,815
1387524202;295,649;-13,9155;1418,1;45,2128;301,937
1387524204;295,608;-13,8439;1418,11;45,2644;302,058
1387524206;295,567;-13,7721;1418,12;45,3158;302,18
1387524208;295,526;-13,7003;1418,13;45,367;302,303
1387524210;295,485;-13,6285;1418,15;45,4182;302,425
1387524212;295,444;-13,5566;1418,16;45,4691;302,548
1387524214;295,402;-13,4846;1418,17;45,5199;302,671
1387524216;295,361;-13,4125;1418,18;45,5706;302,794
1387524218;295,319;-13,3404;1418,19;45,6211;302,917
1387524220;295,277;-13,2682;1418,2;45,6715;303,041
1387524222;295,235;-13,196;1418,21;45,7217;303,165
1387524224;295,193;-13,1237;1418,23;45,7717;303,289
1387524226;295,151;-13,0513;1418,24;45,8216;303,413
1387524228;295,108;-12,9788;1418,25;45,8714;303,538
1387524230;295,066;-12,9063;1418,26;45,921;303,662
1387524232;295,023;-12,8337;1418,27;45,9704;303,787
1387524234;294,98;-12,7611;1418,28;46,0197;303,913
1387524236;294,937;-12,6884;1418,29;46,0688;304,038
1387524238;294,894;-12,6156;1418,3;46,1178;304,164
1387524240;294,851;-12,5427;1418,31;46,1666;304,29
1387524242;294,807;-12,4698;1418,33;46,2152;304,416
1387524244;294,764;-12,3968;1418,34;46,2637;304,543
1387524246;294,72;-12,3238;1418,35;46,312;304,669
1387524248;294,676;-12,2507;1418,36;46,3602;304,796
1387524250;294,632;-12,1775;1418,37;46,4082;304,923
1387524252;294,588;-12,1042;1418,38;46,4561;305,051
1387524254;294,543;-12,0309;1418,39;46,5038;305,178
1387524256;294,499;-11,9575;1418,4;46,5513;305,306
1387524258;294,454;-11,884;1418,41;46,5987;305,434
1387524260;294,409;-11,8105;1418,42;46,6459;305,563
1387524262;294,364;-11,7368;1418,43;46,6929;305,691
1387524264;294,319;-11,6632;1418,44;46,7398;305,82
1387524266;294,274;-11,5894;1418,45;46,7865;305,949
1387524268;294,228;-11,5156;1418,47;46,833;306,079
1387524270;294,183;-11,4417;1418,48;46,8794;306,208
1387524272;294,137;-11,3677;1418,49;46,9256;306,338
1387524274;294,091;-11,2936;1418,5;46,9716;306,468
1387524276;294,045;-11,2195;1418,51;47,0175;306,598
1387524278;293,999;-11,1453;1418,52;47,0632;306,729
1387524280;293,952;-11,0711;1418,53;47,1088;306,859
1387524282;293,906;-10,9967;1418,54;47,1541;306,99
1387524284;293,859;-10,9223;1418,55;47,1993;307,122
1387524286;293,812;-10,8478;1418,56;47,2444;307,253
1387524288;293,765;-10,7732;1418,57;47,2892;307,385
1387524290;293,718;-10,6986;1418,58;47,3339;307,517
1387524292;293,67;-10,6239;1418,59;47,3784;307,649
1387524294;293,622;-10,5491;1418,6;47,4228;307,781
1387524296;293,575;-10,4742;1418,61;47,4669;307,914
1387524298;293,527;-10,3993;1418,62;47,5109;308,047
1387524300;293,479;-10,3242;1418,63;47,5548;308,18
1387524302;293,43;-10,2491;1418,64;47,5984;308,313
1387524304;293,382;-10,174;1418,65;47,6419;308,447
1387524306;293,333;-10,0987;1418,66;47,6852;308,58
1387524308;293,284;-10,0234;1418,67;47,7283;308,714
1387524310;293,235;-9,94794;1418,68;47,7712;308,849
1387524312;293,186;-9,87244;1418,69;47,814;308,983
1387524314;293,137;-9,79687;1418,7;47,8566;309,118
1387524316;293,087;-9,72121;1418,71;47,899;309,253
1387524318;293,037;-9,64548;1418,72;47,9412;309,388
1387524320;292,987;-9,56967;1418,73;47,9833;309,524
1387524322;292,937;-9,49377;1418,74;48,0251;309,659
1387524324;292,887;-9,41779;1418,74;48,0668;309,795
1387524326;292,836;-9,34173;1418,75;48,1083;309,931
1387524328;292,786;-9,26559;1418,76;48,1497;310,068
1387524330;292,735;-9,18937;1418,77;48,1908;310,204
1387524332;292,684;-9,11306;1418,78;48,2318;310,341
1387524334;292,632;-9,03668;1418,79;48,2726;310,478
1387524336;292,581;-8,9602;1418,8;48,3131;310,615
1387524338;292,529;-8,88365;1418,81;48,3536;310,753
1387524340;292,477;-8,80701;1418,82;48,3938;310,891
1387524342;292,425;-8,73029;1418,83;48,4338;311,029
1387524344;292,373;-8,65348;1418,84;48,4737;311,167
1387524346;292,321;-8,57659;1418,85;48,5133;311,305
1387524348;292,268;-8,49961;1418,86;48,5528;311,444
1387524350;292,215;-8,42254;1418,86;48,5921;311,583
1387524352;292,162;-8,34539;1418,87;48,6312;311,722
1387524354;292,109;-8,26816;1418,88;48,6701;311,861
1387524356;292,055;-8,19084;1418,89;48,7088;312,001
1387524358;292,001;-8,11343;1418,9;48,7474;312,141
1387524360;291,948;-8,03593;1418,91;48,7857;312,281
1387524362;291,893;-7,95834;1418,92;48,8239;312,421
1387524364;291,839;-7,88067;1418,93;48,8618;312,562
1387524366;291,785;-7,80291;1418,93;48,8996;312,702
1387524368;291,73;-7,72505;1418,94;48,9372;312,843
1387524370;291,675;-7,64711;1418,95;48,9745;312,984
1387524372;291,62;-7,56908;1418,96;49,0117;313,126
1387524374;291,564;-7,49096;1418,97;49,0487;313,267
1387524376;291,509;-7,41275;1418,98;49,0855;313,409
1387524378;291,453;-7,33445;1418,98;49,1221;313,551
1387524380;291,397;-7,25606;1418,99;49,1585;313,693
1387524382;291,34;-7,17757;1419;49,1947;313,836
1387524384;291,284;-7,099;1419,01;49,2307;313,979
1387524386;291,227;-7,02033;1419,02;49,2666;314,121
1387524388;291,17;-6,94157;1419,03;49,3022;314,265
1387524390;291,113;-6,86271;1419,03;49,3376;314,408
1387524392;291,055;-6,78377;1419,04;49,3728;314,552
1387524394;290,998;-6,70473;1419,05;49,4078;314,695
1387524396;290,94;-6,62559;1419,06;49,4426;314,839
1387524398;290,882;-6,54636;1419,06;49,4773;314,984
1387524400;290,823;-6,46703;1419,07;49,5117;315,128
1387524402;290,765;-6,38761;1419,08;49,5459;315,273
1387524404;290,706;-6,3081;1419,09;49,5799;315,418
1387524406;290,647;-6,22849;1419,1;49,6137;315,563
1387524408;290,587;-6,14878;1419,1;49,6473;315,708
1387524410;290,528;-6,06897;1419,11;49,6807;315,853
1387524412;290,468;-5,98907;1419,12;49,7139;315,999
1387524414;290,408;-5,90907;1419,13;49,7469;316,145
1387524416;290,348;-5,82897;1419,13;49,7797;316,291
1387524418;290,287;-5,74877;1419,14;49,8123;316,437
1387524420;290,226;-5,66848;1419,15;49,8446;316,584
1387524422;290,165;-5,58808;1419,16;49,8768;316,731
1387524424;290,104;-5,50759;1419,16;49,9088;316,878
1387524426;290,042;-5,42699;1419,17;49,9405;317,025
1387524428;289,98;-5,3463;1419,18;49,9721;317,172
1387524430;289,918;-5,2655;1419,18;50,0034;317,32
1387524432;289,856;-5,18461;1419,19;50,0345;317,468
1387524434;289,793;-5,10361;1419,2;50,0654;317,615
1387524436;289,73;-5,02251;1419,2;50,0961;317,764
1387524438;289,667;-4,9413;1419,21;50,1266;317,912
1387524440;289,604;-4,86;1419,22;50,1569;318,061
1387524442;289,54;-4,77859;1419,23;50,187;318,209
1387524444;289,476;-4,69708;1419,23;50,2168;318,358
1387524446;289,412;-4,61546;1419,24;50,2465;318,507
1387524448;289,347;-4,53374;1419,25;50,2759;318,657
1387524450;289,282;-4,45192;1419,25;50,3051;318,806
1387524452;289,217;-4,36999;1419,26;50,3341;318,956
1387524454;289,152;-4,28795;1419,26;50,3629;319,106
1387524456;289,086;-4,20581;1419,27;50,3915;319,256
1387524458;289,02;-4,12356;1419,28;50,4198;319,406
1387524460;288,954;-4,04121;1419,28;50,448;319,557
1387524462;288,888;-3,95875;1419,29;50,4759;319,708
1387524464;288,821;-3,87618;1419,3;50,5036;319,858
1387524466;288,754;-3,7935;1419,3;50,5311;320,01
1387524468;288,686;-3,71072;1419,31;50,5583;320,161
1387524470;288,619;-3,62782;1419,31;50,5854;320,312
1387524472;288,551;-3,54482;1419,32;50,6122;320,464
1387524474;288,482;-3,46171;1419,33;50,6388;320,616
1387524476;288,414;-3,37849;1419,33;50,6652;320,768
1387524478;288,345;-3,29515;1419,34;50,6914;320,92
1387524480;288,276;-3,21171;1419,34;50,7173;321,072
1387524482;288,206;-3,12816;1419,35;50,7431;321,224
1387524484;288,136;-3,04449;1419,36;50,7686;321,377
1387524486;288,066;-2,96072;1419,36;50,7939;321,53
1387524488;287,996;-2,87683;1419,37;50,8189;321,683
1387524490;287,925;-2,79283;1419,37;50,8438;321,836
1387524492;287,854;-2,70871;1419,38;50,8684;321,99
1387524494;287,783;-2,62448;1419,38;50,8928;322,143
1387524496;287,711;-2,54014;1419,39;50,9169;322,297
1387524498;287,639;-2,45569;1419,39;50,9409;322,451
1387524500;287,566;-2,37112;1419,4;50,9646;322,605
1387524502;287,494;-2,28643;1419,41;50,9881;322,759
1387524504;287,421;-2,20163;1419,41;51,0114;322,913
1387524506;287,347;-2,11672;1419,42;51,0344;323,068
1387524508;287,274;-2,03169;1419,42;51,0572;323,223
1387524510;287,2;-1,94654;1419,43;51,0798;323,377
1387524512;287,125;-1,86127;1419,43;51,1021;323,532
1387524514;287,051;-1,77589;1419,44;51,1243;323,688
1387524516;286,975;-1,69039;1419,44;51,1462;323,843
1387524518;286,9;-1,60478;1419,45;51,1678;323,998
1387524520;286,824;-1,51904;1419,45;51,1893;324,154
1387524522;286,748;-1,43319;1419,45;51,2105;324,31
1387524524;286,672;-1,34721;1419,46;51,2315;324,466
1387524526;286,595;-1,26112;1419,46;51,2522;324,622
1387524528;286,518;-1,17491;1419,47;51,2727;324,778
1387524530;286,44;-1,08858;1419,47;51,293;324,934
1387524532;286,362;-1,00213;1419,48;51,3131;325,091
1387524534;286,284;-0,915554;1419,48;51,3329;325,247
1387524536;286,205;-0,828861;1419,49;51,3525;325,404
1387524538;286,126;-0,742044;1419,49;51,3719;325,561
1387524540;286,047;-0,655107;1419,49;51,391;325,718
1387524542;285,967;-0,568048;1419,5;51,4099;325,875
1387524544;285,887;-0,480867;1419,5;51,4286;326,033
1387524546;285,807;-0,393561;1419,51;51,447;326,19
1387524548;285,726;-0,306134;1419,51;51,4652;326,348
1387524550;285,644;-0,218584;1419,52;51,4831;326,506
1387524552;285,563;-0,130908;1419,52;51,5009;326,663
1387524554;285,481;-0,0431093;1419,52;51,5183;326,821
1387524556;285,398;0,0448135;1419,53;51,5356;326,98
1387524558;285,315;0,132861;1419,53;51,5526;327,138
1387524560;285,232;0,221035;1419,53;51,5694;327,296
1387524562;285,149;0,309333;1419,54;51,5859;327,455
1387524564;285,064;0,397757;1419,54;51,6022;327,613
1387524566;284,98;0,486306;1419,54;51,6183;327,772
1387524568;284,895;0,574983;1419,55;51,6341;327,931
1387524570;284,81;0,663785;1419,55;51,6497;328,09
1387524572;284,724;0,752714;1419,56;51,6651;328,249
1387524574;284,638;0,84177;1419,56;51,6802;328,408
1387524576;284,551;0,930955;1419,56;51,6951;328,567
1387524578;284,465;1,02027;1419,56;51,7097;328,727
1387524580;284,377;1,1097;1419,57;51,7241;328,886
1387524582;284,289;1,19927;1419,57;51,7383;329,046
1387524584;284,201;1,28897;1419,57;51,7522;329,206
1387524586;284,112;1,37879;1419,58;51,7659;329,366
1387524588;284,023;1,46875;1419,58;51,7793;329,526
1387524590;283,934;1,55883;1419,58;51,7925;329,686
1387524592;283,844;1,64904;1419,59;51,8055;329,846
1387524594;283,753;1,73938;1419,59;51,8182;330,006
1387524596;283,662;1,82985;1419,59;51,8307;330,166
1387524598;283,571;1,92045;1419,59;51,8429;330,327
1387524600;283,479;2,01118;1419,6;51,8549;330,487
1387524602;283,387;2,10204;1419,6;51,8666;330,648
1387524604;283,294;2,19304;1419,6;51,8781;330,808
1387524606;283,201;2,28416;1419,6;51,8894;330,969
1387524608;283,107;2,37541;1419,61;51,9004;331,13
1387524610;283,013;2,4668;1419,61;51,9112;331,291
1387524612;282,918;2,55831;1419,61;51,9217;331,452
1387524614;282,823;2,64996;1419,61;51,932;331,613
1387524616;282,727;2,74174;1419,62;51,9421;331,774
1387524618;282,631;2,83365;1419,62;51,9519;331,935
1387524620;282,535;2,92569;1419,62;51,9614;332,097
1387524622;282,438;3,01786;1419,62;51,9708;332,258
1387524624;282,34;3,11017;1419,62;51,9798;332,42
1387524626;282,242;3,2026;1419,62;51,9887;332,581
1387524628;282,143;3,29517;1419,63;51,9972;332,743
1387524630;282,044;3,38787;1419,63;52,0056;332,904
1387524632;281,945;3,48071;1419,63;52,0137;333,066
1387524634;281,844;3,57367;1419,63;52,0215;333,228
1387524636;281,744;3,66677;1419,63;52,0291;333,39
1387524638;281,643;3,76;1419,63;52,0365;333,552
1387524640;281,541;3,85336;1419,64;52,0436;333,714
1387524642;281,439;3,94686;1419,64;52,0505;333,876
1387524644;281,336;4,04049;1419,64;52,0571;334,038
1387524646;281,233;4,13425;1419,64;52,0635;334,2
1387524648;281,129;4,22814;1419,64;52,0696;334,362
1387524650;281,024;4,32216;1419,64;52,0755;334,524
1387524652;280,92;4,41632;1419,64;52,0811;334,686
1387524654;280,814;4,5106;1419,64;52,0865;334,848
1387524656;280,708;4,60502;1419,65;52,0916;335,011
1387524658;280,601;4,69958;1419,65;52,0965;335,173
1387524660;280,494;4,79426;1419,65;52,1012;335,336
1387524662;280,386;4,88907;1419,65;52,1056;335,498
1387524664;280,278;4,98402;1419,65;52,1097;335,66
1387524666;280,169;5,0791;1419,65;52,1136;335,823
1387524668;280,06;5,1743;1419,65;52,1173;335,985
1387524670;279,95;5,26964;1419,65;52,1207;336,148
1387524672;279,839;5,36511;1419,65;52,1239;336,311
1387524674;279,728;5,46071;1419,65;52,1268;336,473
1387524676;279,616;5,55644;1419,65;52,1295;336,636
1387524678;279,504;5,6523;1419,65;52,1319;336,798
1387524680;279,391;5,74829;1419,65;52,1341;336,961
1387524682;279,277;5,84441;1419,65;52,136;337,124
1387524684;279,163;5,94066;1419,65;52,1377;337,286
1387524686;279,048;6,03703;1419,65;52,1391;337,449
1387524688;278,932;6,13354;1419,65;52,1403;337,612
1387524690;278,816;6,23017;1419,65;52,1412;337,775
1387524692;278,699;6,32693;1419,65;52,1419;337,937
1387524694;278,582;6,42382;1419,65;52,1424;338,1
1387524696;278,464;6,52083;1419,65;52,1426;338,263
1387524698;278,345;6,61797;1419,65;52,1425;338,425
1387524700;278,226;6,71523;1419,65;52,1422;338,588
1387524702;278,106;6,81262;1419,65;52,1417;338,751
1387524704;277,985;6,91013;1419,65;52,1409;338,914
1387524706;277,864;7,00777;1419,65;52,1398;339,076
1387524708;277,742;7,10553;1419,65;52,1385;339,239
1387524710;277,619;7,20342;1419,65;52,137;339,402
1387524712;277,496;7,30142;1419,65;52,1352;339,564
1387524714;277,372;7,39957;1419,65;52,1332;339,727
1387524716;277,247;7,49774;1419,65;52,1309;339,89
1387524718;277,122;7,59616;1419,65;52,1284;340,052
1387524720;276,996;7,69465;1419,65;52,1256;340,215
1387524722;276,869;7,79325;1419,65;52,1226;340,377
1387524724;276,741;7,89198;1419,65;52,1193;340,54
1387524726;276,613;7,99082;1419,64;52,1158;340,703
1387524728;276,484;8,08977;1419,64;52,112;340,865
1387524730;276,355;8,18884;1419,64;52,108;341,028
1387524732;276,224;8,28803;1419,64;52,1037;341,19
1387524734;276,093;8,38732;1419,64;52,0992;341,352
1387524736;275,961;8,48673;1419,64;52,0945;341,515
1387524738;275,829;8,58625;1419,64;52,0895;341,677
1387524740;275,695;8,68588;1419,64;52,0842;341,839
1387524742;275,561;8,78562;1419,63;52,0787;342,002
1387524744;275,427;8,88547;1419,63;52,073;342,164
1387524746;275,291;8,98542;1419,63;52,067;342,326
1387524748;275,155;9,08548;1419,63;52,0608;342,488
1387524750;275,017;9,18564;1419,63;52,0543;342,65
1387524752;274,88;9,28591;1419,63;52,0476;342,812
1387524754;274,741;9,38628;1419,62;52,0406;342,974
1387524756;274,601;9,48675;1419,62;52,0334;343,136
1387524758;274,461;9,58731;1419,62;52,0259;343,298
1387524760;274,32;9,68798;1419,62;52,0182;343,46
1387524762;274,178;9,78874;1419,62;52,0103;343,622
1387524764;274,035;9,88959;1419,61;52,0021;343,783
1387524766;273,892;9,99054;1419,61;51,9936;343,945
1387524768;273,748;10,0916;1419,61;51,9849;344,106
1387524770;273,603;10,1927;1419,61;51,976;344,268
1387524772;273,457;10,2939;1419,61;51,9668;344,429
1387524774;273,31;10,3952;1419,6;51,9574;344,591
1387524776;273,162;10,4966;1419,6;51,9477;344,752
1387524778;273,014;10,5981;1419,6;51,9378;344,913
1387524780;272,864;10,6996;1419,6;51,9277;345,074
1387524782;272,714;10,8013;1419,59;51,9173;345,235
1387524784;272,563;10,903;1419,59;51,9066;345,396
1387524786;272,411;11,0048;1419,59;51,8958;345,557
1387524788;272,258;11,1066;1419,59;51,8846;345,718
1387524790;272,104;11,2085;1419,58;51,8733;345,879
1387524792;271,95;11,3105;1419,58;51,8617;346,039
1387524794;271,794;11,4126;1419,58;51,8498;346,2
1387524796;271,638;11,5147;1419,57;51,8377;346,36
1387524798;271,481;11,6169;1419,57;51,8254;346,521
